input,output,original
5 member missouri famili test posit coronaviru,1,5 members of Missouri family test positive for coronavirus
archdioces lo angel tuesday announc church close public least april 19 due coronaviru outbreak..t,1,The Archdiocese of Los Angeles Tuesday announced that all churches will be closed to the public until at least April 19 due to the coronavirus outbreak..T
"market ""coronaviru defend patch,"" product tout help protect user get virus, sent cease-and-desist letter tuesday michigan' attorney gener",1,"Marketers of the ""Coronavirus Defender Patch,"" a product touted as helping to protect users from getting the virus, were sent cease-and-desist letters Tuesday by Michigan's attorney general"
"211 nypd officers, civilian member test posit coronavirus; 7.6 percent workforc sick",1,"211 NYPD officers, civilian members test positive for coronavirus; 7.6 percent of workforce out sick"
"crime drop san francisco citi mandat resid stay home effort stop spread coronavirus, polic chief bill scott said",1,"Crime has dropped in San Francisco after the city mandated all residents stay home in an effort to stop the spread of coronavirus, Police Chief Bill Scott said"
spain probe bodi found abandon senior home ice rink becom coronaviru makeshift morgu,1,Spain to probe bodies found abandoned in senior homes as ice rink becomes coronavirus makeshift morgue
nine femal inmat minimum-secur unit south dakota jail escap separ prison test posit coronaviru,1,Nine female inmates from a minimum-security unit of a South Dakota jail escaped after a separate prisoner tested positive for coronavirus
"new york citi principal, 36, rememb dedic educ gave student staff, die complic coronavirus, accord report",1,"A New York City principal, 36, remembered as a dedicated educator who gave her all to her students and staff, has died of complications from the coronavirus, according to a report"
"riker island releas 300 nonviol inmat convict misdemeanor amid coronaviru outbreak, de blasio say",1,"Rikers Island to release 300 nonviolent inmates convicted of misdemeanors amid coronavirus outbreak, de Blasio says"
'the walk dead' season final postpon due product delay caus coronaviru outbreak,1,'The Walking Dead' season finale postponed due to production delays caused by coronavirus outbreak
"special covid-19 rescu unit creat florida. miami beach fire rescu team wear extra protect gear, get decontamin everi call; phil keat report",1,"Special COVID-19 rescue unit created in Florida. Miami Beach Fire and Rescue team wears extra protective gear, gets decontamination after every call; Phil Keating reports"
coronaviru spark layoff local newspap,1,Coronavirus sparks layoffs at some local newspapers
turner classic movi offer at-hom film festiv coronaviru outbreak cancel event,1,Turner Classic Movies to offer at-home film festival after coronavirus outbreak cancels event
missouri zoo close due coronaviru ask peopl write letter anim,1,Missouri zoo closed due to coronavirus asks people to write letters to the animals
canadian hockey leagu cancel playoff nhl yet give timelin possibl return,1,Canadian Hockey League cancels playoffs while NHL has yet to give timeline on possible return
missouri waiv fish permit requir coronaviru outbreak,1,Missouri to waive fishing permit requirements during coronavirus outbreak
“in heights” postpon warner bros. due coronaviru pandem,1,“In the Heights” has been postponed by Warner Bros. due to the coronavirus pandemic
"ladi gaga decid postpon releas forthcom album, “chromatica,”",1,"Lady Gaga has decided to postpone the release of her forthcoming album, “Chromatica,” for now"
"state depart repatri 9,000 american amid coronaviru crisi",1,"State Department has repatriated more than 9,000 Americans amid coronavirus crisis"
"coupl kristen bell, dax shepard -- residenti properti lo angeles, calif. -- decid waiv rent payment month april",1,"The couple Kristen Bell, Dax Shepard -- who own residential properties in Los Angeles, Calif. -- have decided to waive rent payments for the month of April"
yelp ad donat button restaur busi shut due coronaviru,1,Yelp adding donation buttons for restaurants and businesses shut down due to coronavirus
kindergarten teacher colorado hasn’t seen student nearli two week due coronaviru outbreak brought care packag weekend want see one time,1,A kindergarten teacher in Colorado who hasn’t seen her students in nearly two weeks due to the coronavirus outbreak brought each of them a care package over the weekend because she wanted to see them one more time
"romney test neg coronavirus, remain absent senat",1,"Romney tests negative for coronavirus, but remains absent in Senate"
"three u.s. navi sailor aboard aircraft carrier theodor roosevelt philippin sea test posit covid-19, mark first time viru spread u.s. warship sea, four u.s. defens offici tell fox news",1,"Three U.S. Navy sailors aboard the aircraft carrier Theodore Roosevelt in the Philippine Sea have tested positive for COVID-19, marking the first time the virus has spread to a U.S. warship at sea, four U.S. defense officials tell Fox News"
groceri store food town presid mike lewi chang hour oper protect at-risk shopper outbreak,1,Grocery stores of Food Town president Mike Lewis change hours of operations to protect at-risk shoppers during outbreak
"terrenc mcnally, one america’ great playwright whose prolif career includ win toni award play “love! valour! compassion!” “master class” music “ragtime” “kiss spider woman,” die complic coronavirus. 81",1,"Terrence McNally, one of America’s great playwrights whose prolific career included winning Tony Awards for the plays “Love! Valour! Compassion!” and “Master Class” and the musicals “Ragtime” and “Kiss of the Spider Woman,” has died of complications from the coronavirus. He was 81"
"execut order requir travel new york, new jersey, connecticut self-quarantine; florida attorney gener ashley moodi weigh",1,"Executive order requires travelers from New York, New Jersey, Connecticut to self-quarantine; Florida Attorney General Ashley Moody weighs in"
"sever group us work get unus masks, gown person protect equip (ppe) item hand medic commun ask peopl unus item",1,"Several groups in US are working to get unused masks, gowns and other personal protection equipment (PPE) items into the hands of the medical community by asking people for their unused items"
"global ""internet pressure"" map reveal coronaviru pandem put strain internet ten million peopl log mandatori work-from-hom order",1,"A global ""internet pressure"" map reveals that the coronavirus pandemic is putting a strain on the internet as tens of millions of people log on while under mandatory work-from-home orders"
