,input,output
2078,zztop tuscaloosaamp,2.0
2079,dallasschool covidnazi dalla school district defi governor abbott texa suprem court keep mask mandat,2.0
2080,larryeld earn endors oc regist affili paper,1.0
2081,mtgreene fight america foreign interest abroad special interest home thank back orang counti americafirst,1.0
2082,05 jacqu attali depopul eugen surveil newworldord wittgenstein78 karma44921039 euthanasia one essenti instrument futur societi,1.0
2083,0513 cdc said fulli vaccin american could stop wear mask 0514 biden admin beg nea releas statement critic cdc 0514 cdc call teacher union rweingarten 0515 guidanc updat,2.0
2084,07102021 australia announc new world order,1.0
2085,1 arrest tennesse sheriff deputi shot kill line duti,2.0
2086,1 3 american covid last year columbia univ im constantli amaz unvax peopl fire despit circul antibodi covid antibodi neutral viru antibodi recogn govt,1.0
2087,1 5 biden voter regret vote 5 trump voter say,0.0
2088,1 7 home bought wall st investor starter home price rise 7x faster renter incom typic renter need 27 year save 20 payment median starter home big crisi address,0.0
2089,1 everi 5 iraqi someon famili die invas iraq half babi born fallujah 2007 2010 born birth defect averag lifespan iraq 70 rumsfeld die 88 peac sleep,0.0
2090,1 kill 1 injur shoot near 700 block toni st adel georgia,2.0
2091,1 sever thousand actual homeless encamp throughout california never see gavin newsom photo op,1.0
2092,1 year ago hero emerg,1.0
2093,1 year 2021 terribl year readi move,1.0
2094,1 popul die covid devast global health crisi 1 popul die vaccin relat advers side effect coincid necessari sacrific see flip script,1.0
2095,1 interfer state author elect review violat feder law 18 usc 595,1.0
2096,1 believ shenanigan 2020 presidenti elect ye time focu retak white hous 2024 2 becom governor face mask vaccin mandatesani place immedi revok recallgavinnewsom,1.0
2097,1 waiv permit zone restrict stand linkag center provid treatment servic peopl face addict commun without state emerg like take 6 9 month instead could open 2 3 week,0.0
2098,1 lethal reciproc immun respons spike protein vs spike protein inactiv telomeras explan recent event israel robust immun respons gener spike protein may come lethal cost recent paper publish,1.0
2099,1 start today travel fli us foreign countri requir present proof recent coronaviru test neg result ye us citizen subject new rule arent exempt youv covid19 vaccin,1.0
2100,1 thank stun messag support 2 injuri partial tear acl big ouch surgeri luckili 3 im jump box episod time 4 havent seen last victoria scone that honestli ive got right,2.0
2101,1 ye physician absolut racist 2 ye physician complicit uphold practic polici system racism 3 jama_curr tweet shouldnt bern delet yet anoth learn opportun journal,2.0
2102,1 urgent pleas share tag anyon could help receiv terrifi phone call ive ever receiv life tuesday even twin sister kathryn hit cement truck cross road new york 7th septemb,2.0
2103,1574 new case covid19 arkansa ad today updat 8183 addit dose covid19 vaccin administ visit interact dashboard inform new case,1.0
2104,1800 drone hover high tokyo head nbc see full openingceremoni tokyoolymp tonight 730pm et,2.0
2105,1 funer directori call john olooney milton keyn famili funer servic uk said dead vaxxin age pile last week four dead caus heart attack stroke clot multipl organ failur,1.0
2106,1 sweetgreen take ebt 2 make much cheaper salad scratch salad lot groceri store 3 salad substitut vaccin,1.0
2107,1 list 8 eight church complet burn set fire canada last 9 day coast coast one church morinvil ab north edmonton video attach nativ reserv seven cathol,1.0
2108,1 explain repvernonjon gop candid georgia governor tweet lara logan comparison dr fauci nazi murder josef mengel offens jone tweet mediait report logan comparison delet tweet screenshot,0.0
2109,1 issu execut order bar south carolina cabinet agenc issu enforc vaccin mandat,1.0
2110,1 doesnt 2 your 3 lololol 4,0.0
2111,1 lt col scheller substant 100 right 2 made wouldv reliev command polit 3 standard chang leadership chang rule uniform militari polit would give medal,1.0
2112,1 omicron spike protein mediat defici cell entri ineffici cleav compar delta spike test viral entri mediat wild type delta omicron spike use pseudotyp viru system infect primari 3d lung alveolar organoid,0.0
2113,1 omicron 70x infecti delta twice infecti origin variant 2 omicron result 10x fewer hospit prior wave africa 3 conclus everyon get omicron get use,2.0
2114,1 lie trump et al coronaviru unfortun make peopl question everyth say theyv truth one import thing dont wear face mask unless sick well possibl increas chanc infect,1.0
2115,1 trump media compani tmtg product subscrib revenu yet current valu 16 billion seem legit,0.0
2116,1 vaccin effect symptomat infect caveat earli estim realworld surveil data show signific reduct omicron vs delta 2x az zero 2x pfizer 30 booster increas 7075 pfizer 1st month,0.0
2117,1 lie antrim counti elect manag system em remot success log anonym 11052020 555 pm 11172020 516 pm ye correct remot,1.0
2118,13 million peopl regist get vaccin macron speech last night good news,0.0
2119,16 million moderna vaccin dose withdrawn japan metal contamin,1.0
2120,1 polit messag high level would catastroph failur everi way happen peopl clue polit messag work tri suggest messag vaccin hesit let explain actual work,1.0
2121,1 overal effect studi miniscule007 absolut reduct seropreval toplin find decreas seropreval 10 technic true even find question let explor,1.0
2122,1 8 thought sen jacqu amp famili time wish best amp hope full speedi recoveri urg anyon may infect expos sen jacqu irrespons behavior schedul covid test follow appropri precaut,0.0
2123,1 us feder judg threw case 117 nurs su houston methodist termin refus take experiment nonfda approv covid 19 vaccin,1.0
2124,1 take covid flu shot angela west test posit covid yesterday friday col west experienc low grade fever light bodi ach concern public health col west suspend inperson event receiv allclear indic,0.0
2125,1 fauci 100 wrong claim natur immun durabl get vaxxd natur immun offer dramat increas protect fauci need spend time read less time tv,2.0
2126,1 former pfizer vp dr michael yeadon group file complaint intl crimin court icc behalf uk citizen bori johnson bill gate ceo bigpharma compani wef founder klau schwab crime human,1.0
2127,1 good sunday morn everyon greet medic citi plano tx great night sleep especi watch texa aampm upset alabama,0.0
2128,1 quit want let everyon know person know soon got work morn resign posit offic congressman thoma massi tweet compar horror holocaust vaccin passport,0.0
2129,1 icu doc letter fda longer silent accept seriou harm caus c19 vaccin sincer hope reaction letter focu rather focu address seriou safeti issu product,1.0
2130,1 press confer octob 31st 2021 western australia premier mark mcgowan reveal state hospit system extraordinari pressur dont know state record 1112 covid case total sinc begin pandem,2.0
2131,1 1 month sinc krystalbal announc break point month nearli half million subscrib youtub becam number 1 polit podcast countri routin trash cabl news primetim overallkey demo number,2.0
2132,1 moderna covid vaccin mint 3 new billionair yet moderna coinvent covid vaccin nih research cost 8b taxpay refus step increas vaccin suppli low amp middleincom countri global,1.0
2133,1 month ago ask coreport stori declin bc gatesfound funder knew would make imposs rigor examin gatess role covax stori case studi peril gatesfund journal read amp rt,2.0
2134,1 new chairman rank member committe ethic jointli decid extend matter regard repres tom malinowski decis announc octob 21 2021 march businessinsid report,1.0
2135,1 pfizer announc covid19 vaccin 511 year old safe amp provid strong immun respons glad safeti signal realli see true incid myocard heart inflamm post market surveil,2.0
2136,1 sonia gutierrez achiev dream becom report hometown news station kusa 9new came steep cost want cover immigr told disclos immigr statu air everi stori,2.0
2137,1 still tri process turn point yesterday right pile policemen get beaten name bearshai moment,1.0
2138,1 us center diseas control prevent investig case 13yearold saginaw counti boy die sleep three day get second dose covid19 vaccin midjun via freep,1.0
2139,1 rate omicron infect nyc unpreced id estim 100000 infect occur yesterday mayb 300000 past 10 day 1 hospit rate would mean 3000 admit come next day hope much less 86 far,0.0
2140,1 amaz juli theintercept one dishonest partisan hack robertmackey basic call randpaul liar derang conspiraci theorist suggest fauci fund research couldv caus pandem,1.0
2141,1 today share remov coordin network account page group link individu associ german querdenken movement systemat violat polici coordin drive sever social harm,1.0
2142,1 see massiv wave omicron sweep commun sever make differ bad winter horrif one keep say hospit still low earli time nyc show,0.0
2143,1 look care what happen europ right countri like germani experienc big surg covid case despit high rate vaccin,0.0
2144,1 alert incid report recent submit fairforall_org reveal vermont depart health illeg racebas polici receiv lifesav covid19 booster shot,1.0
2145,1indianaunivers claim 12k student test c19 sinc epidem began lone public report refer one vagu student c19 hospit wont iu make public actual c19 resp di hospit among student v vaxrel hospssa,1.0
2146,110 concern develop covid last hour thread explain clarif none explain want rather fear come,1.0
